Round,Allotted Institute,Course,Allotted Quota,Allotted Category,Opening_Rank,Closing_Rank,Allotted_Count
Stray Vacancy,"GAJRA RAJA MEDICAL
COLLEGE, GWALIOR",MBBS,All India,SC,94286,94286,1
Stray Vacancy,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,All India,OBC,14335,16277,2
Stray Vacancy,"GDC,PT.BDS UNIV.OF HEALTH
SCI,ROHTAK",BDS,All India,OBC,34315,37687,2
Stray Vacancy,"GDC,PT.BDS UNIV.OF HEALTH
SCI,ROHTAK",BDS,All India,Open,23276,32009,5
Stray Vacancy,"GDC,PT.BDS UNIV.OF HEALTH
SCI,ROHTAK",BDS,All India,ST,168865,179139,2
Stray Vacancy,"GHARWALE GOVT.MED SCI
&RESEARCH,SRINAGAR",MBBS,All India,Open,17152,17152,1
Stray Vacancy,"GMC, Manjeri, Kerala",MBBS,All India,ST,121839,121839,1
Stray Vacancy,"GOA DENTAL COLLEGE &
HOSPITAL, GOA",BDS,All India,OBC,37490,37656,2
Stray Vacancy,"GOA DENTAL COLLEGE &
HOSPITAL, GOA",BDS,All India,Open,34030,34129,2
Stray Vacancy,"GOA DENTAL COLLEGE &
HOSPITAL, GOA",BDS,All India,SC,140450,140450,1
Stray Vacancy,"GOA DENTAL COLLEGE &
HOSPITAL, GOA",BDS,All India,ST,159760,159760,1
Stray Vacancy,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,All India,EWS,19627,19627,1
Stray Vacancy,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,All India,OBC,19289,19289,1
Stray Vacancy,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,All India,Open,17903,17903,1
Stray Vacancy,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,All India,SC,100816,100816,1
Stray Vacancy,"GOVERMENT MEDICAL
COLLEGE NANDURBAR
MAHARARASTRA",MBBS,All India,Open,19437,19437,1
Stray Vacancy,"GOVERMENT MEDICAL
COLLEGE NANDURBAR
MAHARARASTRA",MBBS,All India,ST,121341,121341,1
Stray Vacancy,"GOVERNMENT MEDICAL
COLLEGE AND GENERAL
HOSPITAL, SATARA",MBBS,All India,Open,19298,19298,1
Stray Vacancy,"GOVERNMENT MEDICAL
COLLEGE AND GENERAL
HOSPITAL, SATARA",MBBS,All India,ST,121157,121157,1
Stray Vacancy,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,All India,OBC,15769,15769,1
Stray Vacancy,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,All India,OBC,34456,39965,2
Stray Vacancy,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,All India,Open,27358,34420,2
Stray Vacancy,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,All India,SC,143971,143971,1
Stray Vacancy,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,All India,ST,170545,170545,1
Stray Vacancy,"GOVT DENTAL COLLEGE
Kannur",BDS,All India,OBC,40488,40564,3
Stray Vacancy,"GOVT DENTAL COLLEGE
Kannur",BDS,All India,Open,38730,38730,1
Stray Vacancy,"GOVT DENTAL COLLEGE
Kannur",BDS,All India,SC,144023,144335,2
Stray Vacancy,"GOVT DENTAL COLLEGE
Kannur",BDS,All India,ST,182014,182014,1
Stray Vacancy,"GOVT. COLLEGE OF
DENTISTRY, INDORE",BDS,All India,OBC,38608,38608,1
Stray Vacancy,"GOVT. COLLEGE OF
DENTISTRY, INDORE",BDS,All India,Open,34556,36287,3
Stray Vacancy,"GOVT. COLLEGE OF
DENTISTRY, INDORE",BDS,All India,SC,139897,139897,1
Stray Vacancy,"GOVT. D.C. & RESEARCH
INST,BANGALORE",BDS,All India,EWS,40035,40035,1
Stray Vacancy,"GOVT. D.C. & RESEARCH
INST,BANGALORE",BDS,All India,Open,32666,37931,4
Stray Vacancy,"GOVT. DC & RESEARCH INSt.,
BELLARY",BDS,All India,OBC,41367,41948,2
Stray Vacancy,"GOVT. DC & RESEARCH INSt.,
BELLARY",BDS,All India,Open,36350,39532,4
Stray Vacancy,"GOVT. DC & RESEARCH INSt.,
BELLARY",BDS,All India,SC,146629,146629,1
Stray Vacancy,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,All India,OBC,35587,35587,1
Stray Vacancy,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,All India,Open,29796,29796,1
Stray Vacancy,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,All India,SC,143634,143634,1
Stray Vacancy,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,All India,ST,183544,183544,1
